BFS_NR,GEMEINDE_NAME,Jahr,Gemeindesteuerfuss
4821,Hüttwilen,2021,48
4681,Langrickenbach,2021,65
4831,Müllheim,2021,48
4601,Neunforn,2021,41
4841,Pfyn,2021,66
4431,Roggwil,2021,48
4436,Romanshorn,2021,72
4441,Salmsach,2021,64
4761,Sirnach,2021,56
4446,Sommeri,2021,55
4864,Steckborn,2021,60
4606,Stettfurt,2021,48
4616,Uesslingen-Buch,2021,52
4781,Wängi,2021,49
4621,Warth-Weiningen,2021,32
4946,Weinfelden,2021,58
4951,Wigoltingen,2021,65
4786,Wilen,2021,42
4791,Wuppenau,2021,58
4511,Zihlschlacht-Sitterdorf,2021,65
4641,Altnau,2021,60
4461,Amriswil,2021,63
4891,Berg,2021,42
4716,Bettwiesen,2021,49
4901,Birwinken,2021,57
4643,Bottighofen,2021,36
4911,Bürglen,2021,69
4545,Diessenhofen,2021,47
4411,Egnach,2021,57
4561,Felben-Wellhausen,2021,52
4656,Güttingen,2021,57
4811,Herdern,2021,57
4816,Homburg,2021,52
4590,Hüttlingen,2021,60
4591,Matzingen,2021,56
4746,Münchwilen,2021,61
4751,Rickenbach,2021,51
4851,Salenstein,2021,44
4546,Schlatt,2021,50
4756,Schönholzerswilen,2021,60
4611,Thundorf,2021,52
4776,Tobel-Tägerschen,2021,50
4451,Uttwil,2021,48
4701,Wäldi,2021,52
4641,Altnau,2020,60
4881,Amlikon-Bissegg,2020,70
4536,Basadingen-Schlattingen,2020,54
4471,Bischofszell,2020,70
4921,Bussnang,2020,47
4545,Diessenhofen,2020,47
4806,Eschenz,2020,49
4726,Fischingen,2020,66
4816,Homburg,2020,55
4590,Hüttlingen,2020,60
4666,Kemmental,2020,58
4501,Kradolf-Schönenberg,2020,59
4671,Kreuzlingen,2020,66
4691,Münsterlingen,2020,37
4841,Pfyn,2020,66
4431,Roggwil,2020,52
4436,Romanshorn,2020,72
4851,Salenstein,2020,44
4546,Schlatt,2020,50
4756,Schönholzerswilen,2020,60
4446,Sommeri,2020,55
4506,Sulgen,2020,50
4701,Wäldi,2020,52
4781,Wängi,2020,49
4621,Warth-Weiningen,2020,32
4951,Wigoltingen,2020,65
4791,Wuppenau,2020,58
4511,Zihlschlacht-Sitterdorf,2020,65
4461,Amriswil,2020,63
4401,Arbon,2020,76
4716,Bettwiesen,2020,49
4901,Birwinken,2020,60
4911,Bürglen,2020,69
4406,Dozwil,2020,44
4476,Erlen,2020,52
4646,Ermatingen,2020,40
4566,Frauenfeld,2020,60
4651,Gottlieben,2020,50
4656,Güttingen,2020,57
4495,Hohentannen,2020,55
4426,Kesswil,2020,50
4681,Langrickenbach,2020,65
4826,Mammern,2020,37
4941,Märstetten,2020,51
4591,Matzingen,2020,56
4746,Münchwilen,2020,61
4441,Salmsach,2020,64
4761,Sirnach,2020,56
4864,Steckborn,2020,60
4696,Tägerwilen,2020,33
4611,Thundorf,2020,52
4616,Uesslingen-Buch,2020,52
4871,Wagenhausen,2020,56
4946,Weinfelden,2020,60
4551,Aadorf,2020,55
4711,Affeltrangen,2020,46
4891,Berg,2020,42
4801,Berlingen,2020,53
4721,Bichelsee-Balterswil,2020,49
4643,Bottighofen,2020,36
4723,Braunau,2020,49
4411,Egnach,2020,57
4724,Eschlikon,2020,50
4561,Felben-Wellhausen,2020,52
4571,Gachnang,2020,42
4486,Hauptwil-Gottshaus,2020,55
4416,Hefenhofen,2020,66
4811,Herdern,2020,60
4421,Horn,2020,32
4821,Hüttwilen,2020,48
4683,Lengwil,2020,54
4741,Lommis,2020,45
4831,Müllheim,2020,48
4601,Neunforn,2020,41
4846,Raperswilen,2020,69
4751,Rickenbach,2020,51
4606,Stettfurt,2020,48
4776,Tobel-Tägerschen,2020,50
4451,Uttwil,2020,48
4786,Wilen,2020,42
4641,Altnau,2019,60
4881,Amlikon-Bissegg,2019,70
4461,Amriswil,2019,63
4891,Berg,2019,42
4801,Berlingen,2019,53
4643,Bottighofen,2019,36
4921,Bussnang,2019,47
4406,Dozwil,2019,44
4411,Egnach,2019,57
4724,Eschlikon,2019,50
4561,Felben-Wellhausen,2019,52
4656,Güttingen,2019,57
4495,Hohentannen,2019,60
4816,Homburg,2019,55
4590,Hüttlingen,2019,54
4821,Hüttwilen,2019,48
4426,Kesswil,2019,50
4671,Kreuzlingen,2019,66
4681,Langrickenbach,2019,65
4683,Lengwil,2019,57
4826,Mammern,2019,37
4941,Märstetten,2019,59
4746,Münchwilen,2019,61
4436,Romanshorn,2019,72
4441,Salmsach,2019,67
4761,Sirnach,2019,56
4606,Stettfurt,2019,48
4506,Sulgen,2019,50
4611,Thundorf,2019,52
4781,Wängi,2019,49
4621,Warth-Weiningen,2019,32
4946,Weinfelden,2019,60
4551,Aadorf,2019,55
4536,Basadingen-Schlattingen,2019,54
4721,Bichelsee-Balterswil,2019,49
4911,Bürglen,2019,69
4545,Diessenhofen,2019,47
4646,Ermatingen,2019,40
4806,Eschenz,2019,49
4566,Frauenfeld,2019,60
4571,Gachnang,2019,42
4811,Herdern,2019,60
4666,Kemmental,2019,58
4591,Matzingen,2019,56
4691,Münsterlingen,2019,39
4601,Neunforn,2019,44
4841,Pfyn,2019,69
4751,Rickenbach,2019,51
4431,Roggwil,2019,52
4864,Steckborn,2019,60
4776,Tobel-Tägerschen,2019,50
4451,Uttwil,2019,48
4871,Wagenhausen,2019,56
4511,Zihlschlacht-Sitterdorf,2019,55
4711,Affeltrangen,2019,46
4401,Arbon,2019,76
4716,Bettwiesen,2019,53
4901,Birwinken,2019,60
4471,Bischofszell,2019,70
4723,Braunau,2019,49
4476,Erlen,2019,55
4726,Fischingen,2019,68
4651,Gottlieben,2019,50
4486,Hauptwil-Gottshaus,2019,55
4416,Hefenhofen,2019,66
4421,Horn,2019,32
4501,Kradolf-Schönenberg,2019,59
4741,Lommis,2019,49
4831,Müllheim,2019,48
4846,Raperswilen,2019,69
4851,Salenstein,2019,44
4546,Schlatt,2019,50
4756,Schönholzerswilen,2019,60
4446,Sommeri,2019,55
4696,Tägerwilen,2019,35
4616,Uesslingen-Buch,2019,52
4701,Wäldi,2019,52
4951,Wigoltingen,2019,65
4786,Wilen,2019,42
4791,Wuppenau,2019,58
4641,Altnau,2018,62
4461,Amriswil,2018,63
4401,Arbon,2018,76
4891,Berg,2018,45
4716,Bettwiesen,2018,53
4471,Bischofszell,2018,70
4406,Dozwil,2018,44
4476,Erlen,2018,55
4806,Eschenz,2018,54
4726,Fischingen,2018,68
4486,Hauptwil-Gottshaus,2018,55
4495,Hohentannen,2018,60
4666,Kemmental,2018,58
4671,Kreuzlingen,2018,66
4683,Lengwil,2018,57
4741,Lommis,2018,49
4826,Mammern,2018,40
4691,Münsterlingen,2018,39
4601,Neunforn,2018,44
4841,Pfyn,2018,69
4846,Raperswilen,2018,69
4751,Rickenbach,2018,51
4431,Roggwil,2018,56
4436,Romanshorn,2018,72
4851,Salenstein,2018,44
4441,Salmsach,2018,67
4761,Sirnach,2018,56
4446,Sommeri,2018,55
4864,Steckborn,2018,63
4606,Stettfurt,2018,48
4776,Tobel-Tägerschen,2018,50
4451,Uttwil,2018,48
4871,Wagenhausen,2018,56
4781,Wängi,2018,49
4511,Zihlschlacht-Sitterdorf,2018,55
4551,Aadorf,2018,55
4881,Amlikon-Bissegg,2018,70
4536,Basadingen-Schlattingen,2018,54
4801,Berlingen,2018,53
4721,Bichelsee-Balterswil,2018,49
4911,Bürglen,2018,69
4921,Bussnang,2018,50
4545,Diessenhofen,2018,47
4724,Eschlikon,2018,50
4566,Frauenfeld,2018,60
4656,Güttingen,2018,57
4816,Homburg,2018,55
4590,Hüttlingen,2018,54
4426,Kesswil,2018,50
4591,Matzingen,2018,56
4746,Münchwilen,2018,61
4546,Schlatt,2018,50
4756,Schönholzerswilen,2018,60
4506,Sulgen,2018,50
4611,Thundorf,2018,52
4701,Wäldi,2018,55
4951,Wigoltingen,2018,65
4786,Wilen,2018,46
4791,Wuppenau,2018,58
4711,Affeltrangen,2018,46
4901,Birwinken,2018,60
4643,Bottighofen,2018,36
4723,Braunau,2018,49
4411,Egnach,2018,57
4646,Ermatingen,2018,40
4561,Felben-Wellhausen,2018,54
4571,Gachnang,2018,42
4651,Gottlieben,2018,45
4416,Hefenhofen,2018,66
4811,Herdern,2018,63
4421,Horn,2018,32
4821,Hüttwilen,2018,50
4501,Kradolf-Schönenberg,2018,59
4681,Langrickenbach,2018,65
4941,Märstetten,2018,59
4831,Müllheim,2018,52
4696,Tägerwilen,2018,35
4616,Uesslingen-Buch,2018,52
4621,Warth-Weiningen,2018,32
4946,Weinfelden,2018,60
4711,Affeltrangen,2017,46
4881,Amlikon-Bissegg,2017,70
4536,Basadingen-Schlattingen,2017,54
4891,Berg,2017,45
4801,Berlingen,2017,53
4716,Bettwiesen,2017,51
4901,Birwinken,2017,65
4471,Bischofszell,2017,70
4643,Bottighofen,2017,36
4406,Dozwil,2017,47
4411,Egnach,2017,57
4476,Erlen,2017,55
4806,Eschenz,2017,54
4811,Herdern,2017,63
4495,Hohentannen,2017,60
4816,Homburg,2017,60
4666,Kemmental,2017,58
4741,Lommis,2017,49
4941,Märstetten,2017,59
4831,Müllheim,2017,52
4601,Neunforn,2017,46
4841,Pfyn,2017,69
4436,Romanshorn,2017,72
4606,Stettfurt,2017,48
4696,Tägerwilen,2017,35
4616,Uesslingen-Buch,2017,52
4701,Wäldi,2017,55
4621,Warth-Weiningen,2017,35
4786,Wilen,2017,46
4511,Zihlschlacht-Sitterdorf,2017,55
4551,Aadorf,2017,57
4641,Altnau,2017,62
4461,Amriswil,2017,63
4721,Bichelsee-Balterswil,2017,49
4911,Bürglen,2017,66
4545,Diessenhofen,2017,47
4646,Ermatingen,2017,40
4724,Eschlikon,2017,50
4571,Gachnang,2017,42
4651,Gottlieben,2017,40
4486,Hauptwil-Gottshaus,2017,60
4416,Hefenhofen,2017,66
4421,Horn,2017,32
4821,Hüttwilen,2017,50
4426,Kesswil,2017,50
4501,Kradolf-Schönenberg,2017,59
4683,Lengwil,2017,59
4826,Mammern,2017,40
4691,Münsterlingen,2017,41
4851,Salenstein,2017,44
4441,Salmsach,2017,69
4756,Schönholzerswilen,2017,60
4611,Thundorf,2017,57
4776,Tobel-Tägerschen,2017,50
4451,Uttwil,2017,48
4871,Wagenhausen,2017,56
4946,Weinfelden,2017,60
4401,Arbon,2017,76
4723,Braunau,2017,49
4921,Bussnang,2017,50
4561,Felben-Wellhausen,2017,54
4726,Fischingen,2017,68
4566,Frauenfeld,2017,60
4656,Güttingen,2017,57
4590,Hüttlingen,2017,54
4671,Kreuzlingen,2017,66
4681,Langrickenbach,2017,68
4591,Matzingen,2017,61
4746,Münchwilen,2017,61
4846,Raperswilen,2017,75
4751,Rickenbach,2017,51
4431,Roggwil,2017,56
4546,Schlatt,2017,50
4761,Sirnach,2017,56
4446,Sommeri,2017,59
4864,Steckborn,2017,66
4506,Sulgen,2017,50
4781,Wängi,2017,49
4951,Wigoltingen,2017,68
4791,Wuppenau,2017,58
4881,Amlikon-Bissegg,2016,70
4716,Bettwiesen,2016,48
4721,Bichelsee-Balterswil,2016,49
4901,Birwinken,2016,65
4471,Bischofszell,2016,70
4723,Braunau,2016,49
4545,Diessenhofen,2016,47
4561,Felben-Wellhausen,2016,54
4726,Fischingen,2016,68
4566,Frauenfeld,2016,60
4416,Hefenhofen,2016,66
4811,Herdern,2016,63
4501,Kradolf-Schönenberg,2016,59
4681,Langrickenbach,2016,68
4741,Lommis,2016,49
4601,Neunforn,2016,46
4846,Raperswilen,2016,75
4436,Romanshorn,2016,72
4851,Salenstein,2016,44
4546,Schlatt,2016,50
4451,Uttwil,2016,48
4621,Warth-Weiningen,2016,35
4511,Zihlschlacht-Sitterdorf,2016,55
4711,Affeltrangen,2016,46
4641,Altnau,2016,62
4401,Arbon,2016,76
4801,Berlingen,2016,53
4643,Bottighofen,2016,36
4806,Eschenz,2016,54
4724,Eschlikon,2016,50
4571,Gachnang,2016,42
4486,Hauptwil-Gottshaus,2016,60
4495,Hohentannen,2016,60
4821,Hüttwilen,2016,50
4426,Kesswil,2016,50
4671,Kreuzlingen,2016,66
4941,Märstetten,2016,59
4746,Münchwilen,2016,61
4691,Münsterlingen,2016,41
4431,Roggwil,2016,56
4441,Salmsach,2016,69
4606,Stettfurt,2016,48
4506,Sulgen,2016,50
4616,Uesslingen-Buch,2016,57
4781,Wängi,2016,49
4946,Weinfelden,2016,65
4786,Wilen,2016,46
4551,Aadorf,2016,57
4461,Amriswil,2016,63
4536,Basadingen-Schlattingen,2016,54
4891,Berg,2016,45
4911,Bürglen,2016,66
4921,Bussnang,2016,50
4406,Dozwil,2016,47
4411,Egnach,2016,57
4476,Erlen,2016,55
4646,Ermatingen,2016,40
4651,Gottlieben,2016,40
4656,Güttingen,2016,57
4816,Homburg,2016,62
4421,Horn,2016,32
4590,Hüttlingen,2016,54
4666,Kemmental,2016,58
4683,Lengwil,2016,61
4826,Mammern,2016,40
4591,Matzingen,2016,61
4831,Müllheim,2016,52
4841,Pfyn,2016,69
4751,Rickenbach,2016,51
4756,Schönholzerswilen,2016,60
4761,Sirnach,2016,56
4446,Sommeri,2016,59
4864,Steckborn,2016,66
4696,Tägerwilen,2016,35
4611,Thundorf,2016,57
4776,Tobel-Tägerschen,2016,50
4871,Wagenhausen,2016,56
4701,Wäldi,2016,55
4951,Wigoltingen,2016,68
4791,Wuppenau,2016,58
4711,Affeltrangen,2015,46
4881,Amlikon-Bissegg,2015,70
4721,Bichelsee-Balterswil,2015,49
4723,Braunau,2015,49
4411,Egnach,2015,57
4646,Ermatingen,2015,40
4724,Eschlikon,2015,50
4656,Güttingen,2015,57
4495,Hohentannen,2015,60
4816,Homburg,2015,62
4590,Hüttlingen,2015,54
4671,Kreuzlingen,2015,70
4681,Langrickenbach,2015,68
4683,Lengwil,2015,63
4741,Lommis,2015,49
4591,Matzingen,2015,61
4831,Müllheim,2015,55
4746,Münchwilen,2015,57
4601,Neunforn,2015,46
4751,Rickenbach,2015,51
4756,Schönholzerswilen,2015,60
4761,Sirnach,2015,56
4446,Sommeri,2015,59
4864,Steckborn,2015,66
4611,Thundorf,2015,57
4616,Uesslingen-Buch,2015,57
4451,Uttwil,2015,48
4701,Wäldi,2015,55
4781,Wängi,2015,47
4621,Warth-Weiningen,2015,35
4511,Zihlschlacht-Sitterdorf,2015,55
4641,Altnau,2015,59
4461,Amriswil,2015,63
4401,Arbon,2015,76
4801,Berlingen,2015,53
4901,Birwinken,2015,65
4471,Bischofszell,2015,70
4406,Dozwil,2015,47
4806,Eschenz,2015,54
4726,Fischingen,2015,68
4651,Gottlieben,2015,40
4821,Hüttwilen,2015,50
4666,Kemmental,2015,58
4426,Kesswil,2015,50
4501,Kradolf-Schönenberg,2015,59
4826,Mammern,2015,40
4941,Märstetten,2015,59
4691,Münsterlingen,2015,41
4841,Pfyn,2015,73
4846,Raperswilen,2015,75
4851,Salenstein,2015,44
4441,Salmsach,2015,69
4546,Schlatt,2015,50
4606,Stettfurt,2015,52
4506,Sulgen,2015,50
4776,Tobel-Tägerschen,2015,50
4946,Weinfelden,2015,65
4786,Wilen,2015,46
4551,Aadorf,2015,57
4536,Basadingen-Schlattingen,2015,49
4891,Berg,2015,45
4716,Bettwiesen,2015,43
4643,Bottighofen,2015,39
4911,Bürglen,2015,66
4921,Bussnang,2015,50
4545,Diessenhofen,2015,47
4476,Erlen,2015,55
4561,Felben-Wellhausen,2015,58
4566,Frauenfeld,2015,60
4571,Gachnang,2015,42
4486,Hauptwil-Gottshaus,2015,60
4416,Hefenhofen,2015,66
4811,Herdern,2015,63
4421,Horn,2015,32
4431,Roggwil,2015,56
4436,Romanshorn,2015,72
4696,Tägerwilen,2015,37
4871,Wagenhausen,2015,56
4951,Wigoltingen,2015,68
4791,Wuppenau,2015,58
4711,Affeltrangen,2014,46
4641,Altnau,2014,59
4716,Bettwiesen,2014,43
4901,Birwinken,2014,65
4643,Bottighofen,2014,39
4911,Bürglen,2014,66
4921,Bussnang,2014,50
4545,Diessenhofen,2014,47
4411,Egnach,2014,57
4726,Fischingen,2014,68
4571,Gachnang,2014,42
4656,Güttingen,2014,60
4486,Hauptwil-Gottshaus,2014,66
4416,Hefenhofen,2014,66
4811,Herdern,2014,63
4816,Homburg,2014,64
4821,Hüttwilen,2014,50
4666,Kemmental,2014,58
4501,Kradolf-Schönenberg,2014,59
4591,Matzingen,2014,61
4841,Pfyn,2014,73
4751,Rickenbach,2014,46
4431,Roggwil,2014,52
4441,Salmsach,2014,69
4546,Schlatt,2014,50
4756,Schönholzerswilen,2014,50
4606,Stettfurt,2014,52
4946,Weinfelden,2014,65
4511,Zihlschlacht-Sitterdorf,2014,55
4551,Aadorf,2014,55
4401,Arbon,2014,76
4536,Basadingen-Schlattingen,2014,49
4891,Berg,2014,45
4801,Berlingen,2014,53
4721,Bichelsee-Balterswil,2014,44
4471,Bischofszell,2014,70
4476,Erlen,2014,55
4646,Ermatingen,2014,40
4724,Eschlikon,2014,50
4495,Hohentannen,2014,64
4421,Horn,2014,32
4681,Langrickenbach,2014,68
4683,Lengwil,2014,63
4741,Lommis,2014,49
4826,Mammern,2014,40
4851,Salenstein,2014,44
4761,Sirnach,2014,50
4446,Sommeri,2014,59
4696,Tägerwilen,2014,37
4616,Uesslingen-Buch,2014,60
4451,Uttwil,2014,48
4701,Wäldi,2014,55
4781,Wängi,2014,47
4621,Warth-Weiningen,2014,35
4951,Wigoltingen,2014,65
4786,Wilen,2014,46
4881,Amlikon-Bissegg,2014,70
4461,Amriswil,2014,63
4723,Braunau,2014,49
4406,Dozwil,2014,47
4806,Eschenz,2014,54
4561,Felben-Wellhausen,2014,58
4566,Frauenfeld,2014,60
4651,Gottlieben,2014,40
4590,Hüttlingen,2014,54
4426,Kesswil,2014,50
4671,Kreuzlingen,2014,70
4941,Märstetten,2014,59
4831,Müllheim,2014,55
4746,Münchwilen,2014,57
4691,Münsterlingen,2014,41
4601,Neunforn,2014,46
4846,Raperswilen,2014,75
4436,Romanshorn,2014,72
4864,Steckborn,2014,66
4506,Sulgen,2014,50
4611,Thundorf,2014,57
4776,Tobel-Tägerschen,2014,50
4871,Wagenhausen,2014,54
4791,Wuppenau,2014,58
4881,Amlikon-Bissegg,2013,70
4461,Amriswil,2013,63
4536,Basadingen-Schlattingen,2013,49
4801,Berlingen,2013,53
4901,Birwinken,2013,65
4471,Bischofszell,2013,70
4911,Bürglen,2013,66
4411,Egnach,2013,57
4476,Erlen,2013,55
4646,Ermatingen,2013,40
4806,Eschenz,2013,60
4726,Fischingen,2013,70
4571,Gachnang,2013,42
4651,Gottlieben,2013,40
4486,Hauptwil-Gottshaus,2013,69
4495,Hohentannen,2013,64
4816,Homburg,2013,67
4590,Hüttlingen,2013,54
4501,Kradolf-Schönenberg,2013,59
4746,Münchwilen,2013,57
4751,Rickenbach,2013,46
4431,Roggwil,2013,52
4864,Steckborn,2013,69
4611,Thundorf,2013,57
4451,Uttwil,2013,50
4871,Wagenhausen,2013,54
4781,Wängi,2013,47
4621,Warth-Weiningen,2013,35
4946,Weinfelden,2013,65
4791,Wuppenau,2013,60
4511,Zihlschlacht-Sitterdorf,2013,55
4551,Aadorf,2013,55
4721,Bichelsee-Balterswil,2013,44
4643,Bottighofen,2013,39
4921,Bussnang,2013,50
4545,Diessenhofen,2013,47
4406,Dozwil,2013,47
4724,Eschlikon,2013,50
4561,Felben-Wellhausen,2013,58
4566,Frauenfeld,2013,60
4656,Güttingen,2013,60
4681,Langrickenbach,2013,70
4741,Lommis,2013,49
4826,Mammern,2013,40
4941,Märstetten,2013,59
4591,Matzingen,2013,57
4691,Münsterlingen,2013,41
4841,Pfyn,2013,73
4846,Raperswilen,2013,75
4436,Romanshorn,2013,74
4851,Salenstein,2013,44
4546,Schlatt,2013,50
4756,Schönholzerswilen,2013,50
4761,Sirnach,2013,46
4616,Uesslingen-Buch,2013,60
4701,Wäldi,2013,55
4786,Wilen,2013,46
4711,Affeltrangen,2013,46
4641,Altnau,2013,59
4401,Arbon,2013,76
4891,Berg,2013,45
4716,Bettwiesen,2013,43
4723,Braunau,2013,49
4416,Hefenhofen,2013,66
4811,Herdern,2013,65
4421,Horn,2013,32
4821,Hüttwilen,2013,50
4666,Kemmental,2013,58
4426,Kesswil,2013,50
4671,Kreuzlingen,2013,70
4683,Lengwil,2013,63
4831,Müllheim,2013,55
4601,Neunforn,2013,48
4441,Salmsach,2013,71
4446,Sommeri,2013,61
4606,Stettfurt,2013,52
4506,Sulgen,2013,50
4696,Tägerwilen,2013,37
4776,Tobel-Tägerschen,2013,50
4951,Wigoltingen,2013,65
4641,Altnau,2012,61
4401,Arbon,2012,76
4536,Basadingen-Schlattingen,2012,49
4716,Bettwiesen,2012,43
4901,Birwinken,2012,65
4724,Eschlikon,2012,50
4726,Fischingen,2012,70
4416,Hefenhofen,2012,66
4495,Hohentannen,2012,69
4421,Horn,2012,32
4666,Kemmental,2012,58
4426,Kesswil,2012,50
4741,Lommis,2012,49
4826,Mammern,2012,40
4941,Märstetten,2012,63
4436,Romanshorn,2012,74
4506,Sulgen,2012,50
4696,Tägerwilen,2012,37
4611,Thundorf,2012,57
4776,Tobel-Tägerschen,2012,50
4451,Uttwil,2012,52
4621,Warth-Weiningen,2012,35
4791,Wuppenau,2012,62
4551,Aadorf,2012,51
4891,Berg,2012,45
4801,Berlingen,2012,53
4471,Bischofszell,2012,70
4643,Bottighofen,2012,39
4723,Braunau,2012,52
4545,Diessenhofen,2012,47
4476,Erlen,2012,55
4646,Ermatingen,2012,40
4806,Eschenz,2012,60
4561,Felben-Wellhausen,2012,58
4566,Frauenfeld,2012,60
4651,Gottlieben,2012,35
4486,Hauptwil-Gottshaus,2012,69
4590,Hüttlingen,2012,54
4821,Hüttwilen,2012,50
4501,Kradolf-Schönenberg,2012,59
4671,Kreuzlingen,2012,70
4681,Langrickenbach,2012,70
4841,Pfyn,2012,73
4846,Raperswilen,2012,75
4751,Rickenbach,2012,46
4431,Roggwil,2012,52
4851,Salenstein,2012,44
4756,Schönholzerswilen,2012,50
4606,Stettfurt,2012,52
4616,Uesslingen-Buch,2012,60
4871,Wagenhausen,2012,54
4781,Wängi,2012,47
4951,Wigoltingen,2012,65
4711,Affeltrangen,2012,46
4881,Amlikon-Bissegg,2012,70
4461,Amriswil,2012,63
4721,Bichelsee-Balterswil,2012,44
4911,Bürglen,2012,66
4921,Bussnang,2012,50
4406,Dozwil,2012,49
4411,Egnach,2012,60
4571,Gachnang,2012,42
4656,Güttingen,2012,60
4811,Herdern,2012,65
4816,Homburg,2012,67
4683,Lengwil,2012,63
4591,Matzingen,2012,57
4831,Müllheim,2012,60
4746,Münchwilen,2012,57
4691,Münsterlingen,2012,41
4601,Neunforn,2012,48
4441,Salmsach,2012,71
4546,Schlatt,2012,52
4761,Sirnach,2012,46
4446,Sommeri,2012,61
4864,Steckborn,2012,69
4701,Wäldi,2012,55
4946,Weinfelden,2012,65
4786,Wilen,2012,46
4511,Zihlschlacht-Sitterdorf,2012,55
4551,Aadorf,2011,51
4711,Affeltrangen,2011,46
4461,Amriswil,2011,63
4901,Birwinken,2011,68
4921,Bussnang,2011,50
4411,Egnach,2011,60
4646,Ermatingen,2011,40
4806,Eschenz,2011,60
4561,Felben-Wellhausen,2011,58
4726,Fischingen,2011,75
4571,Gachnang,2011,42
4416,Hefenhofen,2011,69
4821,Hüttwilen,2011,50
4591,Matzingen,2011,57
4746,Münchwilen,2011,57
4846,Raperswilen,2011,75
4761,Sirnach,2011,47
4506,Sulgen,2011,50
4616,Uesslingen-Buch,2011,60
4451,Uttwil,2011,52
4871,Wagenhausen,2011,54
4701,Wäldi,2011,55
4781,Wängi,2011,47
4621,Warth-Weiningen,2011,35
4951,Wigoltingen,2011,65
4786,Wilen,2011,46
4641,Altnau,2011,61
4881,Amlikon-Bissegg,2011,70
4801,Berlingen,2011,55
4721,Bichelsee-Balterswil,2011,44
4471,Bischofszell,2011,72
4643,Bottighofen,2011,39
4911,Bürglen,2011,63
4545,Diessenhofen,2011,47
4406,Dozwil,2011,52
4476,Erlen,2011,59
4566,Frauenfeld,2011,63
